      64.17	     -1.44
      64.17	     -1.21
      64.17	    -0.805
      65.26	    -0.287
      66.35	     0.287
      67.44	     0.862
      67.44	      0.92
      68.52	     0.287
      69.61	    -0.172
       70.7	    -0.517
      71.79	    -0.977
      76.14	    -0.402
      84.84	    -0.115
      91.37	         0
      92.45	     0.345
      93.54	     0.805
      93.54	      1.03
      93.54	      1.21
      93.54	      1.38
      93.54	      1.49
      94.63	      2.07
      94.63	      2.24
      94.63	      2.36
      94.63	      2.47
      94.63	      2.59
      94.63	      2.76
      94.63	      2.93
      94.63	       3.1
      94.63	      3.33
      94.63	      3.51
      94.63	      3.62
      94.63	      3.79
      94.63	      3.91
      94.63	      4.02
      94.63	       4.2
      94.63	      4.37
      94.63	       4.6
      94.63	      4.77
      94.63	      4.83
      94.63	      4.89
      94.63	      4.94
      94.63	         5
      95.72	      5.57
      95.72	       5.8
      95.72	      6.03
      95.72	      6.21
      95.72	      6.32
      95.72	      6.44
      95.72	      6.61
      95.72	      6.72
      95.72	      6.84
      95.72	      7.01
      95.72	      7.18
      95.72	       7.3
      95.72	      7.47
      95.72	      7.64
      95.72	      7.76
      95.72	      7.87
       96.8	      8.45
       96.8	      9.02
       96.8	      9.71
       96.8	      10.3
       96.8	      10.9
       96.8	      10.7
       96.8	      10.5
       96.8	      10.5
      97.89	      9.71
      98.98	      9.14
      98.98	      8.91
      100.1	      9.31
      101.2	      9.83
      101.2	      10.2
      102.2	      10.5
      103.3	      10.1
      103.3	      9.83
      103.3	      9.66
      103.3	       9.6
      103.3	      9.37
      105.5	      8.91
      105.5	      8.51
      106.6	      8.39
      107.7	      7.93
      107.7	      7.76
      107.7	      7.64
      107.7	      7.59
      107.7	      7.47
      107.7	       7.3
      108.8	      6.72
      108.8	      6.55
      108.8	      6.38
      108.8	      6.26
      108.8	      6.09
      108.8	      5.92
      108.8	      5.75
      108.8	      5.57
      108.8	       5.4
      109.9	      4.83
      110.9	      4.25
        112	      3.68
        112	      3.51
      113.1	      3.22
      114.2	      2.64
      114.2	      2.53
      114.2	      2.36
      114.2	       2.3
      114.2	      2.13
      115.3	      1.61
      115.3	      1.44
      116.4	     0.977
      117.5	     0.402
      118.6	     0.115
      119.6	    -0.172
      120.7	    -0.517
      121.8	    -0.862
      121.8	    -0.747
      122.9	    -0.172
        124	     0.345
      125.1	      0.92
      126.2	     0.575
      127.3	     0.115
      128.3	    -0.287
      129.4	    -0.747
      130.5	     -1.21
      131.6	     -1.78
      132.7	      -2.3
      133.8	     -1.84
        136	     -1.26
        136	     -1.15
        137	    -0.575
      138.1	   -0.0575
      139.2	     0.517
      139.2	      0.69
      139.2	      0.92
      140.3	     0.402
      141.4	    -0.115
      142.5	    -0.575
      143.6	     -1.03
      147.9	    -0.517
      152.3	    0.0575
      153.4	      0.23
      153.4	     0.287
      153.4	     0.345
      153.4	     0.575
      153.4	     0.747
      153.4	      1.03
      153.4	      1.26
      153.4	      1.32
      153.4	      1.67
      154.5	      2.24
      155.5	      2.82
      156.6	      3.39
      156.6	      3.45
      157.7	      4.02
      157.7	      3.91
      157.7	      3.79
      157.7	      3.68
      158.8	       3.1
      159.9	      2.53
        161	      2.07
      162.1	      1.61
      163.2	      1.03
      164.2	     0.517
      165.3	      1.03
      166.4	      1.49
      167.5	      1.95
      168.6	      2.41
      169.7	      2.93
      170.8	      3.45
      171.9	      3.85
      172.9	      4.43
        174	         5
        174	      5.06
        174	      5.11
        174	      5.57
        174	      6.09
        174	      5.98
        174	       5.8
        174	      5.69
        174	       5.4
        174	      5.23
      175.1	      4.43
      176.2	      3.85
      176.2	      3.74
      176.2	      3.62
      176.2	      3.45
      177.3	      2.87
      178.4	       2.3
      178.4	      2.18
      178.4	      1.78
      179.5	      1.21
      179.5	      1.15
      179.5	      1.09
      179.5	      1.03
      179.5	     0.977
      179.5	      0.92
      179.5	     0.575
      179.5	     0.402
      179.5	      0.23
      179.5	         0
      180.6	    -0.517
      181.6	    -0.402
      191.4	   -0.0575
      200.1	         0
      206.7	         0
      207.7	     0.517
      207.7	      0.69
      208.8	      1.26
      208.8	      1.44
      208.8	      1.55
      208.8	      1.78
      208.8	      1.84
      208.8	       1.9
      208.8	      2.53
      208.8	      2.59
      208.8	      2.64
      208.8	      2.82
      208.8	      3.05
      208.8	      3.28
      208.8	      3.45
      208.8	      3.51
      208.8	      3.56
      208.8	      3.74
      208.8	      3.91
      208.8	      3.97
      208.8	      4.02
      208.8	      4.08
      208.8	       4.2
      208.8	      4.37
      208.8	      4.54
      208.8	      4.71
      208.8	      4.89
      208.8	      4.94
      208.8	         5
      208.8	      5.17
      208.8	      5.23
      208.8	      5.34
      208.8	       5.4
      208.8	      5.69
      208.8	      5.92
      208.8	      6.15
      208.8	      6.26
      208.8	      6.78
      208.8	      7.18
      208.8	      7.36
      208.8	      7.47
      208.8	      7.59
      208.8	      7.64
      208.8	       7.7
      208.8	      7.99
      208.8	      8.16
      208.8	      8.33
      209.9	      8.91
      209.9	      8.68
        211	       8.1
        211	      7.64
        211	      7.47
        211	      7.41
      212.1	      6.84
      212.1	      6.78
      212.1	      6.72
      212.1	      6.55
      212.1	      6.44
      212.1	      6.38
      212.1	      6.26
      212.1	      6.15
      212.1	      5.98
      212.1	      5.92
      212.1	      5.86
      213.2	      5.29
      214.3	      4.83
      214.3	       4.6
      215.4	      4.02
      216.5	      3.45
      216.5	      3.22
      216.5	      3.16
      217.5	      2.59
      217.5	      2.53
      218.6	      1.95
      218.6	      1.32
      218.6	     0.977
      219.7	      1.44
      220.8	      1.95
      221.9	      2.47
        223	      1.95
      224.1	      1.38
      225.2	     0.862
      225.2	      1.15
      225.2	      1.21
      225.2	      1.26
      225.2	      1.32
      226.2	       1.9
      226.2	      2.01
      227.3	      2.59
      227.3	      2.64
      227.3	      2.93
      227.3	      2.99
      228.4	      3.56
      228.4	      3.68
      228.4	      3.85
      228.4	      4.02
      228.4	      4.08
      228.4	       4.2
      228.4	      4.31
      228.4	      4.66
      228.4	      4.94
      228.4	         5
      228.4	      5.29
      228.4	      5.34
      228.4	      5.52
      228.4	      5.63
      228.4	      5.69
      228.4	      5.86
      228.4	      5.92
      228.4	      6.03
      228.4	      6.15
      228.4	      6.21
      228.4	      6.26
      228.4	      6.32
      228.4	      6.49
      228.4	      6.67
      228.4	      6.84
      228.4	      7.01
      228.4	      7.07
      228.4	      7.18
      228.4	      7.24
      228.4	       7.3
      228.4	      7.41
      228.4	      7.59
      229.5	       8.1
      229.5	      8.39
      229.5	      9.14
      229.5	      9.48
      229.5	      9.89
      229.5	      10.3
      229.5	      10.8
      229.5	      10.7
      229.5	      10.5
      229.5	      10.1
      229.5	        10
      229.5	      9.71
      230.6	      8.91
      231.7	      8.33
      232.8	      7.76
      233.9	      7.24
      233.9	      7.01
      233.9	      6.84
      233.9	      6.67
      233.9	      6.55
      233.9	      6.49
      233.9	      6.38
      233.9	      6.21
      233.9	      6.09
      233.9	      5.98
      233.9	       5.8
      233.9	      5.69
      234.9	      5.11
      234.9	      5.06
      234.9	         5
      234.9	      4.89
      234.9	      4.71
        236	      4.14
      237.1	      3.56
      238.2	      2.99
      239.3	      2.53
      240.4	      2.82
      241.5	      3.16
      242.6	      3.56
      242.6	      3.45
      242.6	      3.39
      242.6	      3.28
      242.6	      3.22
      243.6	      2.64
      243.6	      2.59
      243.6	      2.53
      244.7	      1.95
      244.7	      1.72
      245.8	      1.32
      246.9	     0.747
        248	     0.172
      249.1	    -0.287
      250.2	    -0.805
      250.2	     -0.92
      251.3	     -0.23
      251.3	      0.23
      252.3	     0.805
      253.4	      1.38
      253.4	      1.44
      253.4	      1.55
      253.4	      1.72
      253.4	      2.07
      253.4	      2.13
      253.4	      2.18
      253.4	      2.24
      253.4	      2.36
      253.4	      2.41
      253.4	      2.47
      253.4	      2.53
      253.4	      2.87
      253.4	      2.99
      253.4	      3.05
      253.4	       3.1
      254.5	      3.68
      254.5	      3.97
      254.5	      3.85
      255.6	      3.28
      255.6	      3.22
      256.7	      2.64
      256.7	      2.53
      256.7	      2.47
      257.8	       1.9
      258.9	      1.32
      258.9	      1.26
        260	      0.69
        261	      0.23
      262.1	    -0.115
      263.2	     -0.46
      263.2	     -0.69
      263.2	     -1.21
      267.6	     -1.03
      268.7	     -1.26
      271.9	     -1.84
        273	     -2.07
      275.2	     -1.67
      277.4	     -1.21
      278.5	    -0.632
      278.5	    -0.575
      278.5	    -0.517
      278.5	    -0.345
      279.5	      0.23
      279.5	     0.287
      279.5	      0.46
      280.6	      1.03
      280.6	      1.15
      280.6	      1.32
      280.6	      1.38
      280.6	      1.61
      280.6	      1.67
      280.6	      1.78
      280.6	       1.9
      280.6	      2.18
      280.6	      2.24
      280.6	      2.47
      280.6	      2.64
      280.6	       2.7
      280.6	      2.93
      280.6	      3.16
      280.6	      3.33
      280.6	      3.51
      280.6	      3.62
      280.6	      3.79
      280.6	      3.97
      280.6	      4.08
      280.6	       4.2
      280.6	      4.37
      280.6	       4.6
      280.6	      4.77
      280.6	      4.89
      280.6	         5
      280.6	      5.17
      280.6	      5.23
      280.6	      5.34
      280.6	      5.52
      280.6	      5.69
      280.6	       5.8
      280.6	      5.98
      280.6	      6.15
      280.6	      6.32
      280.6	      6.44
      280.6	      6.61
      280.6	      6.72
      281.7	       7.3
      281.7	      7.47
      281.7	      7.59
      281.7	      7.64
      281.7	      7.82
      282.8	      8.51
      282.8	      8.85
      282.8	      9.31
      282.8	      9.83
      282.8	      10.2
      282.8	      10.8
      282.8	      11.4
      282.8	      11.9
      282.8	      12.5
      282.8	      12.9
      282.8	      13.5
      282.8	      14.1
      282.8	      14.7
      282.8	      14.4
      282.8	      14.3
      282.8	        14
      282.8	      13.9
      282.8	      13.7
      282.8	      13.3
      282.8	      13.2
      282.8	      12.8
      282.8	      12.6
      282.8	      12.2
      282.8	      12.1
      282.8	      11.7
      282.8	      11.6
      282.8	      11.2
      282.8	        11
      282.8	      10.9
      282.8	      10.6
      282.8	      10.5
      282.8	      10.3
      282.8	      10.1
      282.8	      9.94
      282.8	      9.71
      282.8	      9.66
      282.8	      9.48
      282.8	      9.14
      282.8	      9.02
      282.8	      8.62
      282.8	      8.56
      283.9	      7.93
      283.9	      7.87
        285	       7.3
        285	      7.24
        285	      7.13
        285	      7.01
        285	      6.95
        285	      6.84
        285	      6.78
        285	      6.61
        285	      6.55
        285	      6.32
        285	      6.15
        285	      6.09
        285	      6.03
        285	      5.98
        285	      5.57
        285	      5.52
        285	      5.46
        285	       5.4
        285	      4.83
        285	      4.77
        285	      4.66
        285	      4.37
        285	      4.08
        285	      3.68
      286.1	       3.1
      286.1	      3.05
      286.1	      2.99
      286.1	      2.93
      287.2	      2.36
      288.2	      1.78
      289.3	      1.21
      290.4	     0.632
      290.4	     0.575
      290.4	     0.517
      290.4	      0.46
      290.4	     0.402
      291.5	    -0.172
      291.5	    0.0575
      292.6	     0.632
      292.6	     0.747
      292.6	      0.92
      292.6	     0.977
      292.6	      1.15
      292.6	      1.26
      292.6	      1.32
      292.6	      1.44
      292.6	      1.61
      292.6	      1.78
      293.7	      2.36
      293.7	      2.47
      293.7	      2.59
      293.7	      2.64
      293.7	      2.82
      293.7	      2.93
      293.7	      3.16
      293.7	      3.22
      294.8	      3.79
      294.8	      4.37
      294.8	         5
      294.8	      5.63
      294.8	      5.57
      294.8	      5.52
      294.8	      5.46
      294.8	       5.4
      294.8	      5.23
      294.8	      5.11
      294.8	      5.06
      294.8	      4.89
      295.9	      4.31
      295.9	       4.2
      295.9	      4.14
      295.9	      4.08
      295.9	      4.02
      295.9	      3.97
      295.9	      3.91
      296.9	      3.33
      296.9	      3.05
      296.9	      2.87
      296.9	      2.76
      296.9	      2.53
      296.9	      2.41
      296.9	      2.36
      296.9	       2.3
      296.9	      2.24
      296.9	      2.18
        298	      1.61
        298	      1.15
      299.1	     0.805
      300.2	      0.46
      301.3	    0.0575
      303.5	    -0.517
      307.8	    -0.172
        310	         0
      311.1	     0.575
      312.2	      1.15
      312.2	      1.21
      312.2	      1.26
      312.2	      1.32
      312.2	      1.38
      312.2	      1.44
      312.2	      1.72
      312.2	      1.78
      312.2	       1.9
      312.2	      2.01
      312.2	       2.3
      312.2	      2.47
      312.2	      2.59
      312.2	      2.64
      312.2	       2.7
      312.2	      2.87
      312.2	       3.1
      312.2	      3.33
      312.2	      3.45
      312.2	      3.56
      312.2	      3.62
      313.3	       4.2
      313.3	      4.66
      313.3	      5.06
      313.3	      5.63
      313.3	      6.26
      314.3	      6.84
      315.4	       7.3
      316.5	      7.76
      317.6	      8.22
      318.7	      8.74
      318.7	      8.85
      319.8	      9.37
      319.8	       9.2
      319.8	      9.02
      319.8	      8.91
      319.8	      8.85
      319.8	      8.79
      319.8	      8.62
      320.9	      8.05
        322	      7.47
        322	       7.3
        322	      7.24
        323	      6.67
      324.1	      6.09
      324.1	      5.86
      324.1	      5.69
      325.2	      5.11
      325.2	      5.06
      325.2	         5
      325.2	      4.89
      325.2	      4.71
      325.2	      4.66
      325.2	       4.6
      325.2	      4.48
      325.2	      4.14
      325.2	      4.02
      325.2	      3.85
      325.2	      3.56
      325.2	      3.45
      325.2	      3.39
      325.2	      3.28
      325.2	      3.22
      325.2	      3.05
      325.2	      2.93
      325.2	      2.87
      325.2	      2.53
      325.2	      2.47
      325.2	      2.41
      325.2	      2.36
      325.2	      2.24
      325.2	      2.18
      325.2	      2.07
      325.2	      2.01
      325.2	       1.9
      325.2	      1.78
      325.2	      1.67
      325.2	      1.49
      325.2	      1.38
      325.2	      1.26
      325.2	      1.21
      326.3	     0.632
      326.3	     0.517
      326.3	      0.46
      326.3	     0.402
      327.4	    -0.172
      327.4	     -0.46
      327.4	    -0.747
      327.4	     -0.92
      328.5	     -1.44
      329.6	     -2.01
      329.6	     -2.18
      330.7	     -1.67
      331.7	     -1.44
      332.8	    -0.977
      332.8	    -0.805
      333.9	     -0.23
      333.9	    -0.172
      333.9	    -0.115
      333.9	     0.172
      333.9	     0.517
      333.9	     0.575
      333.9	      0.69
      333.9	     0.862
      333.9	     0.977
      333.9	      1.09
      333.9	      1.26
      333.9	      1.38
      333.9	      1.44
      333.9	      1.55
      333.9	      1.72
      333.9	       1.9
      333.9	      1.95
      333.9	      2.01
      333.9	      2.07
      333.9	      2.24
      333.9	      2.36
      333.9	      2.53
      333.9	       2.7
      333.9	      2.82
      333.9	      2.93
      333.9	       3.1
      333.9	      3.28
      333.9	      3.39
      333.9	      3.45
      333.9	      3.62
      333.9	      3.74
      333.9	      3.79
      333.9	      3.85
      333.9	      3.91
      333.9	      4.02
      333.9	       4.2
      333.9	      4.37
      333.9	      4.48
      333.9	      4.54
      333.9	      4.71
      333.9	      4.77
      333.9	      4.83
      333.9	      4.89
      333.9	      4.94
      333.9	         5
      333.9	      5.06
      333.9	      5.11
      333.9	      5.23
        335	       5.8
        335	      5.98
        335	      6.03
        335	      6.09
        335	      6.26
        335	      6.32
        335	      6.38
        335	      6.44
        335	      6.55
        335	      6.72
        335	      6.78
        335	       6.9
        335	      7.01
        335	      7.07
        335	      7.13
        335	      7.18
        335	       7.3
        335	      7.36
        335	      7.41
        335	      7.47
        335	      7.59
        335	      7.64
        335	      7.82
        335	      8.33
        335	      8.91
        335	      8.97
        335	      9.08
        335	       9.2
        335	      9.37
        335	      9.43
        335	      9.66
        335	      9.71
        335	      10.1
      336.1	      10.6
      336.1	      10.7
      337.2	      10.2
      337.2	      9.77
      337.2	      9.66
      337.2	      9.43
      338.3	      8.85
      338.3	      8.79
      338.3	      8.74
      339.4	      8.16
      339.4	       8.1
      339.4	      7.47
      339.4	      7.53
      339.4	      7.59
      339.4	      7.64
      340.4	      8.22
      340.4	      8.28
      341.5	      8.85
      341.5	      9.25
      342.6	      9.83
      342.6	        10
      343.7	      9.43
      343.7	      8.91
      345.9	      9.14
        347	      8.68
      349.2	       8.1
      349.2	      7.99
      349.2	      7.87
      349.2	      7.76
      349.2	      7.64
      350.2	      7.07
      350.2	       6.9
      351.3	      6.32
      351.3	      6.03
      351.3	      5.98
      351.3	      5.92
      351.3	      5.75
      351.3	      5.63
      351.3	       5.4
      352.4	      4.83
      352.4	      4.66
      352.4	       4.6
      352.4	      4.54
      352.4	      4.31
      352.4	      4.14
      352.4	      4.08
      352.4	      3.85
      353.5	      3.28
      354.6	       2.7
      354.6	      2.59
      355.7	      2.01
      355.7	      1.55
      355.7	      1.44
      356.8	     0.862
      356.8	     0.632
      356.8	      0.46
      356.8	     0.402
      356.8	     0.287
      356.8	     0.172
      356.8	    0.0575
      356.8	    -0.287
      357.9	    -0.862
      357.9	     -1.26
      357.9	     -1.78
      357.9	     -2.36
      357.9	     -2.82
      357.9	      -2.7
      357.9	     -2.53
      357.9	     -2.13
      357.9	     -1.95
      357.9	     -1.67
      357.9	     -1.61
      357.9	     -1.44
      357.9	     -1.32
      357.9	     -1.15
      357.9	     -1.09
      357.9	    -0.977
      357.9	    -0.747
      357.9	    -0.632
      357.9	    -0.575
      357.9	     -0.46
      357.9	    -0.402
      357.9	    -0.345
      357.9	     -0.23
      357.9	    -0.115
      357.9	   -0.0575
      357.9	    0.0575
      357.9	     0.172
      357.9	      0.69
      358.9	      1.26
      358.9	      1.32
        360	       1.9
        360	      2.24
        360	      2.47
        360	      2.64
        360	       2.7
        360	      2.99
        360	      3.16
        360	      3.28
      361.1	      3.85
      361.1	      3.91
      361.1	      4.14
      361.1	       4.2
      362.2	      4.77
      363.3	      5.34
      363.3	       5.4
      364.4	      5.98
      365.5	      6.55
      365.5	      6.72
      366.6	      7.24
      367.6	      7.82
      367.6	      7.93
      368.7	      8.51
      368.7	      8.39
      368.7	      8.33
      368.7	      8.28
      368.7	      8.05
      368.7	      7.93
      369.8	      7.36
      369.8	      7.13
      370.9	      6.55
      370.9	      6.44
      370.9	      6.38
      370.9	      6.32
      370.9	      6.26
      370.9	      6.15
      370.9	      6.03
        372	      5.46
      373.1	      4.89
      373.1	      4.83
      373.1	      4.77
      373.1	      4.25
      374.2	      3.68
      375.3	      3.16
      376.3	      2.76
      377.4	       2.3
      378.5	      1.72
      379.6	      1.44
      380.7	      0.92
      381.8	     0.575
      382.9	     0.287
        384	    -0.115
      386.1	     -0.69
      387.2	     -1.15
      388.3	     -1.61
      389.4	     -1.03
      389.4	    -0.977
      389.4	    -0.862
      390.5	    -0.287
      391.6	    -0.805
      391.6	     -0.92
      392.7	     -1.49
      392.7	     -1.55
      392.7	     -1.32
      392.7	     -1.21
      392.7	     -1.03
      393.7	     -0.46
      393.7	    -0.402
      394.8	     0.172
      394.8	     0.287
      394.8	     0.345
      394.8	     0.402
      394.8	      0.46
      395.9	      1.03
      395.9	      1.26
      395.9	      1.49
      395.9	      1.55
      395.9	      1.61
        397	      2.18
        397	      2.41
        397	      2.47
        397	      2.59
        397	      2.64
        397	      2.76
        397	      2.82
        397	      2.87
        397	      2.99
        397	      3.05
        397	       3.1
        397	      3.16
        397	      3.39
        397	      3.74
        397	      4.14
        397	      4.77
      398.1	      5.34
      398.1	      5.75
      398.1	      6.26
      398.1	      6.84
      398.1	      7.36
      398.1	      7.93
      398.1	      7.82
      398.1	       7.7
      398.1	      7.53
      398.1	       7.3
      398.1	      7.18
      398.1	      7.01
      398.1	      6.67
      398.1	      6.49
      398.1	      6.38
      398.1	      6.09
      398.1	      5.92
      398.1	      5.52
      398.1	      5.46
      398.1	       5.4
      399.2	      4.77
      400.3	       4.2
      401.4	      3.62
      401.4	      3.56
      401.4	      3.45
      402.4	      2.87
      402.4	      2.64
      402.4	      2.59
      402.4	       2.3
      402.4	      2.18
      403.5	      1.61
      403.5	      1.44
      403.5	      1.32
      404.6	     0.747
      404.6	      0.46
      404.6	    -0.172
      404.6	    -0.632
      405.7	    -0.402
      405.7	    -0.115
      407.9	     0.287
      411.1	      0.69
      414.4	      1.21
      416.6	      1.78
      418.8	      1.55
      423.1	      1.09
      424.2	      1.67
      425.3	      2.24
      425.3	       2.3
      425.3	      2.87
      425.3	      2.76
      425.3	      2.64
      425.3	      2.59
      425.3	      2.53
      425.3	      2.47
      426.4	       1.9
      426.4	      1.84
      427.5	      1.26
      428.6	      0.69
      428.6	     0.287
      428.6	      0.23
      429.6	    -0.345
      429.6	     -0.46
      429.6	    -0.575
      429.6	    -0.747
      429.6	    -0.862
      429.6	     -0.92
      429.6	     -1.15
      429.6	     -1.21
      429.6	     -1.38
      429.6	     -1.67
      430.7	     -2.24
      430.7	     -2.41
        434	     -2.99
      437.3	     -2.47
      437.3	     -2.36
      438.3	     -1.84
      439.4	     -1.38
      440.5	     -0.92
      441.6	    -0.402
      442.7	     0.172
      443.8	      0.69
      443.8	      1.09
      443.8	      1.15
      444.9	      1.72
      444.9	      1.95
        446	      2.53
        446	      2.64
        446	      2.76
        446	      2.82
        446	      2.87
        446	      2.93
        446	      3.05
        446	       3.1
        447	      3.68
        447	      4.14
        447	      4.31
        447	      4.43
        447	       4.6
        447	      4.71
        447	      4.77
        447	      4.94
        447	      5.06
        447	      5.11
        447	      5.23
        447	       5.4
        447	      5.57
        447	      5.69
      448.1	      6.26
      448.1	      6.78
      448.1	      7.01
      448.1	      7.18
      448.1	       7.3
      448.1	      7.41
      448.1	      7.59
      448.1	       7.7
      448.1	      7.76
      448.1	      7.87
      448.1	      8.05
      448.1	      8.22
      448.1	      8.33
      448.1	      8.45
      448.1	      8.62
      448.1	      8.74
      448.1	      8.91
      448.1	      9.02
      448.1	      9.08
      448.1	       9.2
      448.1	      9.37
      449.2	      9.94
      449.2	        10
      449.2	      10.5
      449.2	      10.7
      449.2	      10.9
      449.2	        11
      449.2	      11.1
      450.3	      11.7
      450.3	        12
      451.4	      12.5
      451.4	      12.8
      451.4	      13.4
      451.4	      14.1
      451.4	        14
      451.4	      13.8
      451.4	      13.6
      451.4	      13.2
      451.4	        13
      451.4	      12.6
      451.4	      12.4
      452.5	      11.8
      453.6	      11.2
      453.6	      11.1
      453.6	      10.9
      453.6	      10.8
      453.6	      10.7
      453.6	      10.6
      453.6	      10.5
      453.6	      10.3
      454.7	      9.71
      455.7	      9.14
      455.7	      9.08
      455.7	      9.02
      456.8	      8.45
      457.9	      7.87
      457.9	      7.76
      457.9	      7.59
      457.9	      7.36
      457.9	      7.24
        459	      6.67
        459	      6.55
        459	      6.32
        459	      6.09
      460.1	      5.52
      460.1	      5.34
      460.1	      5.17
      460.1	      5.06
      460.1	      4.94
      460.1	      4.77
      460.1	      4.54
      460.1	      4.43
      461.2	      3.85
      461.2	      3.74
      461.2	      3.62
      461.2	      3.51
      461.2	      3.33
      461.2	      3.28
      461.2	      3.16
      461.2	      2.99
      462.3	      2.41
      464.4	       1.9
      465.5	      1.72
      466.6	      1.55
      468.8	      1.09
      469.9	     0.517
        471	   -0.0575
      472.1	    -0.632
      472.1	     -0.69
      473.1	     -1.26
      473.1	     -1.32
      473.1	     -1.95
      474.2	     -1.38
      475.3	    -0.805
      476.4	    -0.287
      477.5	      0.23
      478.6	     0.747
      478.6	      0.69
      478.6	     0.575
      478.6	     0.517
      478.6	     0.402
      478.6	     0.345
      478.6	      0.23
      479.7	    -0.345
      479.7	    -0.575
      479.7	    -0.632
      480.8	     -1.21
      481.8	     -1.72
      481.8	      -1.9
      482.9	     -2.36
        484	     -1.78
        484	     -1.72
        484	     -1.55
        484	     -1.44
        484	     -1.09
        484	    -0.977
        484	     -0.92
        484	    -0.862
      485.1	    -0.287
      485.1	     -0.23
      485.1	         0
      485.1	    0.0575
      485.1	      0.23
      485.1	     0.575
      485.1	      1.03
      485.1	      1.26
      485.1	      1.32
      485.1	      1.49
      485.1	      1.55
      485.1	      1.67
      485.1	      1.84
      485.1	      2.01
      485.1	      2.13
      485.1	      2.24
      485.1	      2.41
      485.1	      2.53
      485.1	      2.59
      485.1	      2.64
      485.1	      2.76
      485.1	      2.93
      485.1	       3.1
      485.1	      3.22
      485.1	      3.33
      485.1	      3.51
      485.1	      3.62
      485.1	      3.68
      485.1	      3.85
      485.1	      3.97
      485.1	      4.08
      485.1	       4.2
      485.1	      4.37
      485.1	      4.54
      485.1	      4.66
      485.1	      4.71
      486.2	      5.29
      486.2	      5.63
      486.2	      5.69
      486.2	       5.8
      486.2	      5.92
      487.3	      6.49
      487.3	      6.84
      487.3	       6.9
      487.3	      7.13
      487.3	       7.3
      487.3	      7.36
      487.3	      7.76
      487.3	      7.82
      487.3	      8.05
      487.3	       8.1
      487.3	      8.16
      487.3	      8.22
      487.3	      8.33
      487.3	      8.39
      488.4	      8.97
      488.4	      9.48
      489.5	      10.1
      489.5	      10.3
      489.5	      10.9
      489.5	      10.8
      489.5	      10.7
      489.5	      10.5
      489.5	      10.2
      489.5	        10
      489.5	      9.94
      490.6	      9.37
      491.6	      8.79
      491.6	      8.62
      491.6	      8.56
      492.7	      7.99
      493.8	      7.41
      493.8	      7.18
      493.8	      6.67
      493.8	      6.61
      493.8	      6.21
      493.8	      6.15
      493.8	      5.57
      494.9	         5
      494.9	      4.94
      494.9	      4.43
      494.9	      4.25
      494.9	       4.2
      494.9	      3.85
      494.9	      3.79
      494.9	      3.74
      494.9	      3.39
      494.9	      3.33
      494.9	      3.28
      494.9	      3.22
      494.9	      3.16
      494.9	      2.99
      494.9	      2.76
      494.9	      2.59
      494.9	      2.47
        496	       1.9
        496	      1.72
        496	      1.67
      497.1	      1.09
      497.1	     0.977
      497.1	     0.862
      497.1	      0.69
